SOCCode	Element_ID	Element_Name	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
17-2141	2.A.2.c	Learning Strategies	52.65968416	278340	Architecture and engineering	83590	1	Mechanical Engineers	4	1
17-2141	2.A.2.d	Monitoring	61.244518621	278340	Architecture and engineering	83590	1	Mechanical Engineers	4	1
17-2141	2.B.1.a	Social Perceptiveness	49.678092328	278340	Architecture and engineering	83590	3	Mechanical Engineers	4	1
17-2141	2.B.1.b	Coordination	56.596019678	278340	Architecture and engineering	83590	2	Mechanical Engineers	4	1
17-2141	2.B.1.c	Persuasion	52.384807944	278340	Architecture and engineering	83590	2	Mechanical Engineers	4	1
17-2141	2.B.1.d	Negotiation	47.541900284	278340	Architecture and engineering	83590	2	Mechanical Engineers	4	1
17-2141	2.B.1.e	Instructing	54.238115981	278340	Architecture and engineering	83590	1	Mechanical Engineers	4	1
17-2141	2.B.1.f	Service Orientation	47.191493775	278340	Architecture and engineering	83590	3	Mechanical Engineers	4	1
17-2141	2.B.2.i	Complex Problem Solving	67.093831244	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.a	Operations Analysis	62.441697062	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.b	Technology Design	56.233669717	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.c	Equipment Selection	38.613262308	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.d	Installation	19.487993022	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.e	Programming	41.49229417	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.g	Operation Monitoring	55.13897955	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.h	Operation and Control	41.566764572	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.j	Equipment Maintenance	22.871294227	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.k	Troubleshooting	49.472620184	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.l	Repairing	25.343633994	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.3.m	Quality Control Analysis	55.987860117	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.4.e	Judgment and Decision Making	66.846544406	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.4.g	Systems Analysis	62.911575025	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.4.h	Systems Evaluation	63.216695883	278340	Architecture and engineering	83590	0	Mechanical Engineers	4	1
17-2141	2.B.5.a	Time Management	55.893577513	278340	Architecture and engineering	83590	2	Mechanical Engineers	4	1
17-2141	2.B.5.b	Management of Financial Resources	38.004485388	278340	Architecture and engineering	83590	1	Mechanical Engineers	4	1
17-2141	2.B.5.c	Management of Material Resources	42.540597851	278340	Architecture and engineering	83590	1	Mechanical Engineers	4	1
17-2141	2.B.5.d	Management of Personnel Resources	50.591997472	278340	Architecture and engineering	83590	2	Mechanical Engineers	4	1
17-2151	2.A.1.a	Reading Comprehension	74.68027087	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.A.1.b	Active Listening	65.465367071	8000	Architecture and engineering	94040	2	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.A.1.c	Writing	70.751072682	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.A.1.d	Speaking	68.619031096	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.A.1.e	Mathematics	70.091776571	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.A.1.f	Science	62.151887685	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.A.2.a	Critical Thinking	72.78147331	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.A.2.b	Active Learning	61.852358772	8000	Architecture and engineering	94040	1	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.A.2.c	Learning Strategies	51.713496442	8000	Architecture and engineering	94040	2	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.A.2.d	Monitoring	70.091776571	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.1.a	Social Perceptiveness	50.66867164	8000	Architecture and engineering	94040	3	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.1.b	Coordination	59.009684435	8000	Architecture and engineering	94040	1	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.1.c	Persuasion	50.532874731	8000	Architecture and engineering	94040	3	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.1.d	Negotiation	48.327454486	8000	Architecture and engineering	94040	2	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.1.e	Instructing	55.703295619	8000	Architecture and engineering	94040	1	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.1.f	Service Orientation	39.115214431	8000	Architecture and engineering	94040	3	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.2.i	Complex Problem Solving	71.71371656	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.a	Operations Analysis	62.820606264	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.b	Technology Design	47.388967975	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.c	Equipment Selection	41.040050125	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.d	Installation	0	8000	Architecture and engineering	94040	2	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.e	Programming	51.533622866	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.g	Operation Monitoring	51.713496442	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.h	Operation and Control	33.745264218	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.j	Equipment Maintenance	0	8000	Architecture and engineering	94040	2	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.k	Troubleshooting	37.96840792	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.l	Repairing	0	8000	Architecture and engineering	94040	2	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.3.m	Quality Control Analysis	55.856960175	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.4.e	Judgment and Decision Making	72.663608498	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.4.g	Systems Analysis	66.440091167	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.4.h	Systems Evaluation	66.181568431	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.5.a	Time Management	62.151887685	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.5.b	Management of Financial Resources	56.694670951	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.5.c	Management of Material Resources	55.856960175	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2151	2.B.5.d	Management of Personnel Resources	57.669006283	8000	Architecture and engineering	94040	0	Mining and Geological Engineers, Including Mining Safety Engineers	4	1
17-2161	2.A.1.a	Reading Comprehension	73.678839761	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.A.1.b	Active Listening	70.730878284	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.A.1.c	Writing	67.581907976	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.A.1.d	Speaking	67.612340378	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	2.A.1.e	Mathematics	63.245553203	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.A.1.f	Science	69.681725417	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.A.2.a	Critical Thinking	71.71371656	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.A.2.b	Active Learning	64.187226144	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.A.2.c	Learning Strategies	51.713496442	16880	Architecture and engineering	102950	2	Nuclear Engineers	4	1
17-2161	2.A.2.d	Monitoring	64.475909122	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.1.a	Social Perceptiveness	57.977828275	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	2.B.1.b	Coordination	62.278177788	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.1.c	Persuasion	53.825113629	16880	Architecture and engineering	102950	2	Nuclear Engineers	4	1
17-2161	2.B.1.d	Negotiation	50.66867164	16880	Architecture and engineering	102950	2	Nuclear Engineers	4	1
17-2161	2.B.1.e	Instructing	54.891060943	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	2.B.1.f	Service Orientation	47.56949803	16880	Architecture and engineering	102950	3	Nuclear Engineers	4	1
17-2161	2.B.2.i	Complex Problem Solving	65.465367071	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.3.a	Operations Analysis	74.68027087	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.3.b	Technology Design	43.260011228	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.3.c	Equipment Selection	35.85685828	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.3.d	Installation	8.94427191	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.3.e	Programming	21.9089023	16880	Architecture and engineering	102950	2	Nuclear Engineers	4	1
17-2161	2.B.3.g	Operation Monitoring	63.348469369	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.3.h	Operation and Control	29.498668251	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	2.B.3.j	Equipment Maintenance	29.498668251	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.3.k	Troubleshooting	51.713496442	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.3.l	Repairing	36.916895087	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.3.m	Quality Control Analysis	59.126015545	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.4.e	Judgment and Decision Making	64.320625441	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	2.B.4.g	Systems Analysis	64.475909122	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.4.h	Systems Evaluation	62.278177788	16880	Architecture and engineering	102950	0	Nuclear Engineers	4	1
17-2161	2.B.5.a	Time Management	59.160797831	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	2.B.5.b	Management of Financial Resources	35.85685828	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	2.B.5.c	Management of Material Resources	43.260011228	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	2.B.5.d	Management of Personnel Resources	51.713496442	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2171	2.A.1.a	Reading Comprehension	73.745508338	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.A.1.b	Active Listening	66.590432603	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.A.1.c	Writing	67.581907976	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.A.1.d	Speaking	67.612340378	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.A.1.e	Mathematics	57.8174467	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.A.1.f	Science	58.137767415	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.A.2.a	Critical Thinking	68.63984682	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.A.2.b	Active Learning	61.23724357	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.A.2.c	Learning Strategies	49.511903331	34600	Architecture and engineering	129990	2	Petroleum Engineers	4	1
17-2171	2.A.2.d	Monitoring	65.465367071	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.1.a	Social Perceptiveness	60.166435826	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.B.1.b	Coordination	63.348469369	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.1.c	Persuasion	50.66867164	34600	Architecture and engineering	129990	2	Petroleum Engineers	4	1
17-2171	2.B.1.d	Negotiation	55.856960175	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.B.1.e	Instructing	54.891060943	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.B.1.f	Service Orientation	47.56949803	34600	Architecture and engineering	129990	3	Petroleum Engineers	4	1
17-2171	2.B.2.i	Complex Problem Solving	67.581907976	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.3.a	Operations Analysis	23.664319132	34600	Architecture and engineering	129990	3	Petroleum Engineers	4	1
17-2171	2.B.3.b	Technology Design	37.96840792	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.3.c	Equipment Selection	21.9089023	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.B.3.d	Installation	16.300744944	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.3.e	Programming	26.267851073	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.B.3.g	Operation Monitoring	54.772255751	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.3.h	Operation and Control	36.916895087	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.3.j	Equipment Maintenance	0	34600	Architecture and engineering	129990	2	Petroleum Engineers	4	1
17-2171	2.B.3.k	Troubleshooting	34.805582475	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.B.3.l	Repairing	8.94427191	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.B.3.m	Quality Control Analysis	47.388967975	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.B.4.e	Judgment and Decision Making	64.320625441	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	2.B.4.g	Systems Analysis	61.189168042	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.4.h	Systems Evaluation	62.28964601	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.5.a	Time Management	62.278177788	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.5.b	Management of Financial Resources	45.371482548	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.5.c	Management of Material Resources	46.48348401	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	2.B.5.d	Management of Personnel Resources	59.126015545	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2199	2.A.1.a	Reading Comprehension	71.736785471	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.A.1.b	Active Listening	64.401269051	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	2.A.1.c	Writing	65.169142391	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	2.A.1.d	Speaking	63.115442778	125460	Architecture and engineering	95900	3	Engineers, All Other	4	1
17-2199	2.A.1.e	Mathematics	65.528673207	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.A.1.f	Science	61.752963875	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.A.2.a	Critical Thinking	68.227649452	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	2.A.2.b	Active Learning	63.966270845	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.A.2.c	Learning Strategies	53.014070074	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	2.A.2.d	Monitoring	61.009414001	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	2.B.1.a	Social Perceptiveness	53.377315762	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	2.B.1.b	Coordination	56.030652305	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	2.B.1.c	Persuasion	51.964883498	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	2.B.1.d	Negotiation	47.180197975	125460	Architecture and engineering	95900	3	Engineers, All Other	4	1
17-2199	2.B.1.e	Instructing	53.619718946	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	2.B.1.f	Service Orientation	46.585259323	125460	Architecture and engineering	95900	3	Engineers, All Other	4	1
17-2199	2.B.2.i	Complex Problem Solving	64.823643763	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.a	Operations Analysis	57.181641521	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.b	Technology Design	47.408896686	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.c	Equipment Selection	34.872083389	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.d	Installation	16.366288369	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.e	Programming	36.36001229	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.g	Operation Monitoring	53.009356555	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.h	Operation and Control	42.869692346	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.j	Equipment Maintenance	25.109112537	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.k	Troubleshooting	42.636863907	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.l	Repairing	24.121384235	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.3.m	Quality Control Analysis	54.037579452	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.4.e	Judgment and Decision Making	63.793562196	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	2.B.4.g	Systems Analysis	60.477991031	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.4.h	Systems Evaluation	58.585114066	125460	Architecture and engineering	95900	0	Engineers, All Other	4	1
17-2199	2.B.5.a	Time Management	56.252391933	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	2.B.5.b	Management of Financial Resources	36.727555934	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	2.B.5.c	Management of Material Resources	38.597971375	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	2.B.5.d	Management of Personnel Resources	50.117418385	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-3011	2.A.1.a	Reading Comprehension	61.233976247	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.A.1.b	Active Listening	58.55192191	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.A.1.c	Writing	55.981440522	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.A.1.d	Speaking	57.635097517	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.A.1.e	Mathematics	60.907598872	95280	Architecture and engineering	50710	0	Architectural and Civil Drafters	4	1
17-3011	2.A.1.f	Science	34.120959657	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3011	2.A.2.a	Critical Thinking	59.156300244	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.A.2.b	Active Learning	54.841036902	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.A.2.c	Learning Strategies	45.275976728	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.A.2.d	Monitoring	54.793152279	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.B.1.a	Social Perceptiveness	48.680885072	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.B.1.b	Coordination	54.323249957	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	2.B.1.c	Persuasion	42.233358258	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.B.1.d	Negotiation	43.288987879	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.B.1.e	Instructing	47.490966006	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.B.1.f	Service Orientation	43.773047088	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.B.2.i	Complex Problem Solving	54.29868469	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.B.3.a	Operations Analysis	49.598298088	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3011	2.B.3.b	Technology Design	21.284298008	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	2.B.3.c	Equipment Selection	19.355230047	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3011	2.B.3.d	Installation	0	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	2.B.3.e	Programming	30.3146647	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3011	2.B.3.g	Operation Monitoring	38.543957268	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3011	2.B.3.h	Operation and Control	12.6366813	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	2.B.3.j	Equipment Maintenance	0	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	2.B.3.k	Troubleshooting	21.514114968	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3011	2.B.3.l	Repairing	0	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	2.B.3.m	Quality Control Analysis	49.031159477	95280	Architecture and engineering	50710	0	Architectural and Civil Drafters	4	1
17-3011	2.B.4.e	Judgment and Decision Making	54.405367909	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.B.4.g	Systems Analysis	51.080611863	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	2.B.4.h	Systems Evaluation	46.361260689	95280	Architecture and engineering	50710	3	Architectural and Civil Drafters	4	1
17-3011	2.B.5.a	Time Management	53.785228309	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	2.B.5.b	Management of Financial Resources	33.02496096	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	2.B.5.c	Management of Material Resources	33.169135703	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	2.B.5.d	Management of Personnel Resources	46.361260689	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3012	2.A.1.a	Reading Comprehension	62.321172474	29200	Architecture and engineering	59520	1	Electrical and Electronics Drafters	3	1
17-3012	2.A.1.b	Active Listening	62.268818706	29200	Architecture and engineering	59520	1	Electrical and Electronics Drafters	3	1
17-3012	2.A.1.c	Writing	55.419755994	29200	Architecture and engineering	59520	1	Electrical and Electronics Drafters	3	1
17-3012	2.A.1.d	Speaking	57.910343248	29200	Architecture and engineering	59520	1	Electrical and Electronics Drafters	3	1
17-3012	2.A.1.e	Mathematics	48.550094015	29200	Architecture and engineering	59520	0	Electrical and Electronics Drafters	3	1
17-3012	2.A.1.f	Science	28.941887505	29200	Architecture and engineering	59520	1	Electrical and Electronics Drafters	3	1
17-3012	2.A.2.a	Critical Thinking	57.574485012	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	2.A.2.b	Active Learning	51.232293282	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	2.A.2.c	Learning Strategies	42.773365411	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	2.A.2.d	Monitoring	48.596369647	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	2.B.1.a	Social Perceptiveness	47.52810141	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	2.B.1.b	Coordination	50.196987778	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	2.B.1.c	Persuasion	46.48348401	29200	Architecture and engineering	59520	1	Electrical and Electronics Drafters	3	1
17-3012	2.B.1.d	Negotiation	37.977133998	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	2.B.1.e	Instructing	47.00050721	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	2.B.1.f	Service Orientation	39.631498859	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	2.B.2.i	Complex Problem Solving	51.744560787	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.a	Operations Analysis	51.211375863	29200	Architecture and engineering	59520	0	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.b	Technology Design	23.108616627	29200	Architecture and engineering	59520	1	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.c	Equipment Selection	16.695491992	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.d	Installation	0	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.e	Programming	22.354782164	29200	Architecture and engineering	59520	0	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.g	Operation Monitoring	25.639774865	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.h	Operation and Control	18.200718388	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.j	Equipment Maintenance	0	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.k	Troubleshooting	15.490494033	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.l	Repairing	0	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	2.B.3.m	Quality Control Analysis	32.513576606	29200	Architecture and engineering	59520	3	Electrical and Electronics Drafters	3	1
17-3012	2.B.4.e	Judgment and Decision Making	50.699108357	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
