SOCCode	Element_ID	Element_Name	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
25-1062	1.C.4.c	Adaptability/Flexibility	78.400001526	9240	Education, training, and library	72300	2	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	1.C.5.a	Dependability	89.200000763	9240	Education, training, and library	72300	2	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	1.C.5.b	Attention to Detail	83.199996948	9240	Education, training, and library	72300	3	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	1.C.5.c	Integrity	88.400001526	9240	Education, training, and library	72300	3	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	1.C.6	Independence	90.600004196	9240	Education, training, and library	72300	0	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	1.C.7.a	Innovation	76.199998856	9240	Education, training, and library	72300	2	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1062	1.C.7.b	Analytical Thinking	93.800001144	9240	Education, training, and library	72300	0	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	5	1
25-1063	1.C.1.a	Achievement/Effort	84.799995422	13580	Education, training, and library	94000	1	Economics Teachers, Postsecondary	5	1
25-1063	1.C.1.b	Persistence	83.999996185	13580	Education, training, and library	94000	2	Economics Teachers, Postsecondary	5	1
25-1063	1.C.1.c	Initiative	85.200004578	13580	Education, training, and library	94000	2	Economics Teachers, Postsecondary	5	1
25-1063	1.C.2.b	Leadership	73.000001907	13580	Education, training, and library	94000	3	Economics Teachers, Postsecondary	5	1
25-1063	1.C.3.a	Cooperation	67.800002098	13580	Education, training, and library	94000	3	Economics Teachers, Postsecondary	5	1
25-1063	1.C.3.b	Concern for Others	73.200001717	13580	Education, training, and library	94000	2	Economics Teachers, Postsecondary	5	1
25-1063	1.C.3.c	Social Orientation	63.000001907	13580	Education, training, and library	94000	3	Economics Teachers, Postsecondary	5	1
25-1063	1.C.4.a	Self Control	78.800001144	13580	Education, training, and library	94000	2	Economics Teachers, Postsecondary	5	1
25-1063	1.C.4.b	Stress Tolerance	69.400000572	13580	Education, training, and library	94000	3	Economics Teachers, Postsecondary	5	1
25-1063	1.C.4.c	Adaptability/Flexibility	73.200001717	13580	Education, training, and library	94000	3	Economics Teachers, Postsecondary	5	1
25-1063	1.C.5.a	Dependability	86.199998856	13580	Education, training, and library	94000	3	Economics Teachers, Postsecondary	5	1
25-1063	1.C.5.b	Attention to Detail	83.800001144	13580	Education, training, and library	94000	3	Economics Teachers, Postsecondary	5	1
25-1063	1.C.5.c	Integrity	90.399999619	13580	Education, training, and library	94000	2	Economics Teachers, Postsecondary	5	1
25-1063	1.C.6	Independence	84.799995422	13580	Education, training, and library	94000	2	Economics Teachers, Postsecondary	5	1
25-1063	1.C.7.a	Innovation	86.800003052	13580	Education, training, and library	94000	0	Economics Teachers, Postsecondary	5	1
25-1063	1.C.7.b	Analytical Thinking	95.799999237	13580	Education, training, and library	94000	0	Economics Teachers, Postsecondary	5	1
25-1064	1.C.1.a	Achievement/Effort	88.999996185	4350	Education, training, and library	75400	0	Geography Teachers, Postsecondary	5	1
25-1064	1.C.1.b	Persistence	85	4350	Education, training, and library	75400	2	Geography Teachers, Postsecondary	5	1
25-1064	1.C.1.c	Initiative	90.600004196	4350	Education, training, and library	75400	1	Geography Teachers, Postsecondary	5	1
25-1064	1.C.2.b	Leadership	82.399997711	4350	Education, training, and library	75400	1	Geography Teachers, Postsecondary	5	1
25-1064	1.C.3.a	Cooperation	81.599998474	4350	Education, training, and library	75400	2	Geography Teachers, Postsecondary	5	1
25-1064	1.C.3.b	Concern for Others	72.199997902	4350	Education, training, and library	75400	2	Geography Teachers, Postsecondary	5	1
25-1064	1.C.3.c	Social Orientation	61.999998093	4350	Education, training, and library	75400	3	Geography Teachers, Postsecondary	5	1
25-1064	1.C.4.a	Self Control	75.999999046	4350	Education, training, and library	75400	3	Geography Teachers, Postsecondary	5	1
25-1064	1.C.4.b	Stress Tolerance	73.200001717	4350	Education, training, and library	75400	3	Geography Teachers, Postsecondary	5	1
25-1064	1.C.4.c	Adaptability/Flexibility	75.599999428	4350	Education, training, and library	75400	3	Geography Teachers, Postsecondary	5	1
25-1064	1.C.5.a	Dependability	86.000003815	4350	Education, training, and library	75400	3	Geography Teachers, Postsecondary	5	1
25-1064	1.C.5.b	Attention to Detail	88.999996185	4350	Education, training, and library	75400	1	Geography Teachers, Postsecondary	5	1
25-1064	1.C.5.c	Integrity	91.000003815	4350	Education, training, and library	75400	2	Geography Teachers, Postsecondary	5	1
25-1064	1.C.6	Independence	94.399995804	4350	Education, training, and library	75400	0	Geography Teachers, Postsecondary	5	1
25-1064	1.C.7.a	Innovation	88.999996185	4350	Education, training, and library	75400	0	Geography Teachers, Postsecondary	5	1
25-1064	1.C.7.b	Analytical Thinking	92.20000267	4350	Education, training, and library	75400	1	Geography Teachers, Postsecondary	5	1
25-1065	1.C.1.a	Achievement/Effort	91.800003052	17460	Education, training, and library	76370	0	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.1.b	Persistence	87.20000267	17460	Education, training, and library	76370	1	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.1.c	Initiative	88.400001526	17460	Education, training, and library	76370	1	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.2.b	Leadership	80	17460	Education, training, and library	76370	2	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.3.a	Cooperation	69.800000191	17460	Education, training, and library	76370	3	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.3.b	Concern for Others	78.400001526	17460	Education, training, and library	76370	2	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.3.c	Social Orientation	70.799999237	17460	Education, training, and library	76370	2	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.4.a	Self Control	79.000000954	17460	Education, training, and library	76370	2	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.4.b	Stress Tolerance	73.200001717	17460	Education, training, and library	76370	3	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.4.c	Adaptability/Flexibility	74.600000381	17460	Education, training, and library	76370	3	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.5.a	Dependability	90.799999237	17460	Education, training, and library	76370	1	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.5.b	Attention to Detail	83.800001144	17460	Education, training, and library	76370	3	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.5.c	Integrity	92.20000267	17460	Education, training, and library	76370	2	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.6	Independence	88.000001907	17460	Education, training, and library	76370	1	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.7.a	Innovation	78.200001717	17460	Education, training, and library	76370	2	Political Science Teachers, Postsecondary	5	1
25-1065	1.C.7.b	Analytical Thinking	92.79999733	17460	Education, training, and library	76370	1	Political Science Teachers, Postsecondary	5	1
25-1066	1.C.1.a	Achievement/Effort	84.200000763	38380	Education, training, and library	70260	2	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.1.b	Persistence	84.600000381	38380	Education, training, and library	70260	2	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.1.c	Initiative	83.400001526	38380	Education, training, and library	70260	3	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.2.b	Leadership	71.799998283	38380	Education, training, and library	70260	3	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.3.a	Cooperation	83.800001144	38380	Education, training, and library	70260	2	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.3.b	Concern for Others	84.799995422	38380	Education, training, and library	70260	1	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.3.c	Social Orientation	83.000001907	38380	Education, training, and library	70260	0	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.4.a	Self Control	83.999996185	38380	Education, training, and library	70260	2	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.4.b	Stress Tolerance	76.799998283	38380	Education, training, and library	70260	2	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.4.c	Adaptability/Flexibility	77.800002098	38380	Education, training, and library	70260	3	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.5.a	Dependability	93.000001907	38380	Education, training, and library	70260	1	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.5.b	Attention to Detail	82.79999733	38380	Education, training, and library	70260	3	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.5.c	Integrity	92.399997711	38380	Education, training, and library	70260	2	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.6	Independence	84.799995422	38380	Education, training, and library	70260	2	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.7.a	Innovation	81.199998856	38380	Education, training, and library	70260	1	Psychology Teachers, Postsecondary	5	1
25-1066	1.C.7.b	Analytical Thinking	85.600004196	38380	Education, training, and library	70260	2	Psychology Teachers, Postsecondary	5	1
25-1067	1.C.1.a	Achievement/Effort	94.399995804	16160	Education, training, and library	69230	0	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.1.b	Persistence	92.20000267	16160	Education, training, and library	69230	0	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.1.c	Initiative	91.400003433	16160	Education, training, and library	69230	0	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.2.b	Leadership	85.399999619	16160	Education, training, and library	69230	0	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.3.a	Cooperation	81.800003052	16160	Education, training, and library	69230	2	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.3.b	Concern for Others	78.000001907	16160	Education, training, and library	69230	2	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.3.c	Social Orientation	74.800000191	16160	Education, training, and library	69230	1	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.4.a	Self Control	76.799998283	16160	Education, training, and library	69230	2	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.4.b	Stress Tolerance	82.20000267	16160	Education, training, and library	69230	1	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.4.c	Adaptability/Flexibility	86.199998856	16160	Education, training, and library	69230	1	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.5.a	Dependability	85.200004578	16160	Education, training, and library	69230	3	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.5.b	Attention to Detail	87.600002289	16160	Education, training, and library	69230	2	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.5.c	Integrity	95.600004196	16160	Education, training, and library	69230	1	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.6	Independence	91.199998856	16160	Education, training, and library	69230	0	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.7.a	Innovation	87.20000267	16160	Education, training, and library	69230	0	Sociology Teachers, Postsecondary	5	1
25-1067	1.C.7.b	Analytical Thinking	94.600000381	16160	Education, training, and library	69230	0	Sociology Teachers, Postsecondary	5	1
25-1071	1.C.1.a	Achievement/Effort	90.799999237	178900	Education, training, and library	90840	0	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.1.b	Persistence	90.600004196	178900	Education, training, and library	90840	0	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.1.c	Initiative	85.799999237	178900	Education, training, and library	90840	2	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.2.b	Leadership	83.400001526	178900	Education, training, and library	90840	1	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.3.a	Cooperation	88.000001907	178900	Education, training, and library	90840	1	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.3.b	Concern for Others	92.600002289	178900	Education, training, and library	90840	0	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.3.c	Social Orientation	83.400001526	178900	Education, training, and library	90840	0	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.4.a	Self Control	88.599996567	178900	Education, training, and library	90840	1	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.4.b	Stress Tolerance	88.000001907	178900	Education, training, and library	90840	0	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.4.c	Adaptability/Flexibility	85	178900	Education, training, and library	90840	1	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.5.a	Dependability	97.399997711	178900	Education, training, and library	90840	0	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.5.b	Attention to Detail	95.200004578	178900	Education, training, and library	90840	0	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.5.c	Integrity	94.200000763	178900	Education, training, and library	90840	1	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.6	Independence	89.799995422	178900	Education, training, and library	90840	0	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.7.a	Innovation	80	178900	Education, training, and library	90840	1	Health Specialties Teachers, Postsecondary	5	1
25-1071	1.C.7.b	Analytical Thinking	93.000001907	178900	Education, training, and library	90840	1	Health Specialties Teachers, Postsecondary	5	1
25-1072	1.C.1.a	Achievement/Effort	86.999998093	57390	Education, training, and library	67480	1	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.1.b	Persistence	86.999998093	57390	Education, training, and library	67480	1	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.1.c	Initiative	94.399995804	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.2.b	Leadership	90	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.3.a	Cooperation	92.79999733	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.3.b	Concern for Others	94.200000763	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.3.c	Social Orientation	88.199996948	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.4.a	Self Control	90.399999619	57390	Education, training, and library	67480	1	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.4.b	Stress Tolerance	90.399999619	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.4.c	Adaptability/Flexibility	89.200000763	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.5.a	Dependability	93.599996567	57390	Education, training, and library	67480	1	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.5.b	Attention to Detail	86.000003815	57390	Education, training, and library	67480	2	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.5.c	Integrity	96.800003052	57390	Education, training, and library	67480	0	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.6	Independence	85	57390	Education, training, and library	67480	2	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.7.a	Innovation	83.999996185	57390	Education, training, and library	67480	1	Nursing Instructors and Teachers, Postsecondary	5	1
25-1072	1.C.7.b	Analytical Thinking	81.199998856	57390	Education, training, and library	67480	3	Nursing Instructors and Teachers, Postsecondary	5	1
25-1081	1.C.1.a	Achievement/Effort	86.000003815	60260	Education, training, and library	61560	1	Education Teachers, Postsecondary	5	1
25-1081	1.C.1.b	Persistence	92.79999733	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.1.c	Initiative	93.199996948	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.2.b	Leadership	89.399995804	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.3.a	Cooperation	91.999998093	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.3.b	Concern for Others	94.200000763	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.3.c	Social Orientation	86.400003433	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.4.a	Self Control	93.400001526	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.4.b	Stress Tolerance	88.199996948	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.4.c	Adaptability/Flexibility	87.399997711	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.5.a	Dependability	92.399997711	60260	Education, training, and library	61560	1	Education Teachers, Postsecondary	5	1
25-1081	1.C.5.b	Attention to Detail	88.999996185	60260	Education, training, and library	61560	1	Education Teachers, Postsecondary	5	1
25-1081	1.C.5.c	Integrity	98.999996185	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.6	Independence	93.999996185	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.7.a	Innovation	85.600004196	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1081	1.C.7.b	Analytical Thinking	95	60260	Education, training, and library	61560	0	Education Teachers, Postsecondary	5	1
25-1082	1.C.1.a	Achievement/Effort	85.399999619	4910	Education, training, and library	67660	1	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.1.b	Persistence	82.20000267	4910	Education, training, and library	67660	2	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.1.c	Initiative	86.199998856	4910	Education, training, and library	67660	2	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.2.b	Leadership	81.000003815	4910	Education, training, and library	67660	1	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.3.a	Cooperation	88.400001526	4910	Education, training, and library	67660	1	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.3.b	Concern for Others	77.199997902	4910	Education, training, and library	67660	2	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.3.c	Social Orientation	80	4910	Education, training, and library	67660	1	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.4.a	Self Control	81.999998093	4910	Education, training, and library	67660	2	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.4.b	Stress Tolerance	74.400000572	4910	Education, training, and library	67660	3	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.4.c	Adaptability/Flexibility	86.400003433	4910	Education, training, and library	67660	1	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.5.a	Dependability	90.799999237	4910	Education, training, and library	67660	1	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.5.b	Attention to Detail	82.79999733	4910	Education, training, and library	67660	3	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.5.c	Integrity	88.599996567	4910	Education, training, and library	67660	3	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.6	Independence	92.20000267	4910	Education, training, and library	67660	0	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.7.a	Innovation	79.200000763	4910	Education, training, and library	67660	2	Library Science Teachers, Postsecondary	5	1
25-1082	1.C.7.b	Analytical Thinking	91.800003052	4910	Education, training, and library	67660	1	Library Science Teachers, Postsecondary	5	1
25-1111	1.C.1.a	Achievement/Effort	83.800001144	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.1.b	Persistence	81.999998093	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.1.c	Initiative	88.800001144	14560	Education, training, and library	58770	1	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.2.b	Leadership	79.400000572	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.3.a	Cooperation	83.999996185	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.3.b	Concern for Others	83.999996185	14560	Education, training, and library	58770	1	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.3.c	Social Orientation	78.800001144	14560	Education, training, and library	58770	1	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.4.a	Self Control	88.000001907	14560	Education, training, and library	58770	1	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.4.b	Stress Tolerance	78.800001144	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.4.c	Adaptability/Flexibility	81.199998856	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.5.a	Dependability	90.200004578	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.5.b	Attention to Detail	88.400001526	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.5.c	Integrity	92.79999733	14560	Education, training, and library	58770	2	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.6	Independence	88.400001526	14560	Education, training, and library	58770	1	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.7.a	Innovation	80.799999237	14560	Education, training, and library	58770	1	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1111	1.C.7.b	Analytical Thinking	81.199998856	14560	Education, training, and library	58770	3	Criminal Justice and Law Enforcement Teachers, Postsecondary	5	1
25-1112	1.C.1.a	Achievement/Effort	85.799999237	16430	Education, training, and library	105250	1	Law Teachers, Postsecondary	5	1
25-1112	1.C.1.b	Persistence	81.599998474	16430	Education, training, and library	105250	2	Law Teachers, Postsecondary	5	1
25-1112	1.C.1.c	Initiative	88.999996185	16430	Education, training, and library	105250	1	Law Teachers, Postsecondary	5	1
25-1112	1.C.2.b	Leadership	84.799995422	16430	Education, training, and library	105250	1	Law Teachers, Postsecondary	5	1
25-1112	1.C.3.a	Cooperation	72.199997902	16430	Education, training, and library	105250	3	Law Teachers, Postsecondary	5	1
25-1112	1.C.3.b	Concern for Others	82.79999733	16430	Education, training, and library	105250	2	Law Teachers, Postsecondary	5	1
25-1112	1.C.3.c	Social Orientation	70.799999237	16430	Education, training, and library	105250	2	Law Teachers, Postsecondary	5	1
25-1112	1.C.4.a	Self Control	83.999996185	16430	Education, training, and library	105250	2	Law Teachers, Postsecondary	5	1
25-1112	1.C.4.b	Stress Tolerance	70.199999809	16430	Education, training, and library	105250	3	Law Teachers, Postsecondary	5	1
25-1112	1.C.4.c	Adaptability/Flexibility	77.199997902	16430	Education, training, and library	105250	3	Law Teachers, Postsecondary	5	1
25-1112	1.C.5.a	Dependability	85	16430	Education, training, and library	105250	3	Law Teachers, Postsecondary	5	1
25-1112	1.C.5.b	Attention to Detail	84.399995804	16430	Education, training, and library	105250	3	Law Teachers, Postsecondary	5	1
25-1112	1.C.5.c	Integrity	92.399997711	16430	Education, training, and library	105250	2	Law Teachers, Postsecondary	5	1
25-1112	1.C.6	Independence	95.600004196	16430	Education, training, and library	105250	0	Law Teachers, Postsecondary	5	1
25-1112	1.C.7.a	Innovation	74.600000381	16430	Education, training, and library	105250	2	Law Teachers, Postsecondary	5	1
25-1112	1.C.7.b	Analytical Thinking	93.999996185	16430	Education, training, and library	105250	0	Law Teachers, Postsecondary	5	1
25-1113	1.C.1.a	Achievement/Effort	94.799995422	11740	Education, training, and library	63390	0	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.1.b	Persistence	92.20000267	11740	Education, training, and library	63390	0	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.1.c	Initiative	96.199998856	11740	Education, training, and library	63390	0	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.2.b	Leadership	85.399999619	11740	Education, training, and library	63390	0	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.3.a	Cooperation	83.199996948	11740	Education, training, and library	63390	2	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.3.b	Concern for Others	80.399999619	11740	Education, training, and library	63390	2	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.3.c	Social Orientation	82.399997711	11740	Education, training, and library	63390	0	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.4.a	Self Control	87.399997711	11740	Education, training, and library	63390	1	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.4.b	Stress Tolerance	85.399999619	11740	Education, training, and library	63390	1	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.4.c	Adaptability/Flexibility	83.000001907	11740	Education, training, and library	63390	2	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.5.a	Dependability	90.200004578	11740	Education, training, and library	63390	2	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.5.b	Attention to Detail	86.000003815	11740	Education, training, and library	63390	2	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.5.c	Integrity	92.399997711	11740	Education, training, and library	63390	2	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.6	Independence	88.999996185	11740	Education, training, and library	63390	1	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.7.a	Innovation	83.400001526	11740	Education, training, and library	63390	1	Social Work Teachers, Postsecondary	5	1
25-1113	1.C.7.b	Analytical Thinking	92.399997711	11740	Education, training, and library	63390	1	Social Work Teachers, Postsecondary	5	1
25-1121	1.C.1.a	Achievement/Effort	90	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.1.b	Persistence	87.79999733	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.1.c	Initiative	92.20000267	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.2.b	Leadership	91.400003433	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.3.a	Cooperation	91.800003052	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.3.b	Concern for Others	87.399997711	98310	Education, training, and library	65340	1	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.3.c	Social Orientation	78.200001717	98310	Education, training, and library	65340	1	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.4.a	Self Control	90.600004196	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.4.b	Stress Tolerance	84.399995804	98310	Education, training, and library	65340	1	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.4.c	Adaptability/Flexibility	85.200004578	98310	Education, training, and library	65340	1	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.5.a	Dependability	95	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.5.b	Attention to Detail	86.000003815	98310	Education, training, and library	65340	2	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.5.c	Integrity	90.399999619	98310	Education, training, and library	65340	2	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.6	Independence	93.599996567	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.7.a	Innovation	88.400001526	98310	Education, training, and library	65340	0	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1121	1.C.7.b	Analytical Thinking	83.400001526	98310	Education, training, and library	65340	2	Art, Drama, and Music Teachers, Postsecondary	5	1
25-1122	1.C.1.a	Achievement/Effort	93.199996948	29050	Education, training, and library	63410	0	Communications Teachers, Postsecondary	5	1
25-1122	1.C.1.b	Persistence	88.000001907	29050	Education, training, and library	63410	0	Communications Teachers, Postsecondary	5	1
25-1122	1.C.1.c	Initiative	96.999998093	29050	Education, training, and library	63410	0	Communications Teachers, Postsecondary	5	1
25-1122	1.C.2.b	Leadership	86.800003052	29050	Education, training, and library	63410	0	Communications Teachers, Postsecondary	5	1
25-1122	1.C.3.a	Cooperation	83.000001907	29050	Education, training, and library	63410	2	Communications Teachers, Postsecondary	5	1
25-1122	1.C.3.b	Concern for Others	79.800000191	29050	Education, training, and library	63410	2	Communications Teachers, Postsecondary	5	1
